Process_ID,Resource_ID,Allocated,Requested,Available,Priority,Wait_Time,Total_System_Resources,Hold_and_Wait,System_Load,Circular_Wait_Probability,Deadlock_State
10,2,6,3,3,5,27,88,1,1.1491821364407986,0.09,Safe
8,3,5,7,14,3,29,23,1,2.3917247417758847,0.22,Safe
8,8,4,2,9,1,2,40,1,1.0411543424860732,0.48,Safe
3,6,4,2,0,7,41,29,1,2.3036137135967323,0.69,Deadlock
16,4,3,4,5,10,2,57,0,2.270074943774519,0.78,Deadlock
7,1,1,1,14,3,13,91,1,1.4294690193767188,0.57,Safe
7,4,2,5,13,10,31,40,0,2.923640839851179,0.06,Safe
11,3,3,0,7,5,22,60,1,1.7796973940525427,0.04,Safe
13,8,5,2,7,7,14,99,0,2.3304825544392838,0.36,Safe
5,5,2,6,13,8,19,64,0,2.020920678883338,0.97,Deadlock
10,8,1,6,0,3,15,32,0,2.030155742037664,0.91,Deadlock
2,7,1,6,15,8,46,30,1,1.7302138443590307,0.74,Deadlock
3,1,0,0,2,4,4,32,0,2.175426278639283,0.11,Safe
16,8,1,4,0,8,32,65,0,2.048548241392136,0.61,Deadlock
4,10,7,2,4,2,1,56,1,2.716360033746472,0.7,Safe
1,5,5,1,3,7,16,91,1,1.2215548375014011,0.39,Safe
2,5,2,1,7,8,42,86,1,2.6663849347889403,0.43,Deadlock
12,2,6,3,0,5,5,61,0,2.7519939255985033,0.51,Safe
17,5,7,3,11,8,9,91,1,1.3332714990187484,0.27,Safe
16,5,4,2,11,9,8,42,1,2.087672513236945,0.41,Safe
3,6,3,7,6,2,18,91,1,2.022327975447096,0.72,Deadlock
14,9,5,5,15,3,28,63,1,2.1087158402699187,0.12,Safe
13,7,1,7,2,3,36,79,0,2.520770550672959,0.37,Deadlock
17,5,3,1,0,2,9,79,0,2.498121114226844,0.65,Safe
11,1,2,0,7,8,0,89,0,1.0730235240672754,0.67,Safe
11,6,2,7,10,7,26,31,0,2.8147370118768205,0.01,Safe
4,6,7,6,4,9,50,47,0,1.2916476631566158,0.54,Safe
7,9,7,4,9,3,50,97,0,2.8456776836817004,0.32,Safe
13,5,2,7,1,6,44,95,0,1.8908406986518873,0.24,Deadlock
12,5,6,0,11,1,11,42,1,2.708673518819766,0.72,Deadlock
12,5,7,5,13,9,49,40,1,2.1667724022052797,0.07,Deadlock
13,4,3,3,8,4,20,80,0,1.1474404763056856,0.6,Safe
18,4,0,2,3,1,8,32,1,2.4066947532115375,0.13,Safe
9,6,2,7,2,10,31,85,0,1.7397393560487016,0.66,Deadlock
20,1,6,6,2,1,37,89,1,1.6224691718403215,0.46,Deadlock
9,3,3,3,10,6,32,70,1,2.9749905978558053,0.93,Deadlock
7,6,5,7,1,4,40,23,0,2.5908091862756693,0.67,Deadlock
14,10,7,1,3,2,42,20,1,1.1553062344383116,0.99,Deadlock
16,3,2,5,15,1,3,38,0,1.9711584151014236,1.0,Deadlock
11,6,3,5,14,10,32,28,1,2.1809829908346066,0.25,Deadlock
11,5,1,6,12,6,41,21,1,2.510989389246678,0.07,Deadlock
3,6,5,7,10,9,40,37,0,1.5492386312959188,0.02,Safe
13,9,6,7,14,1,37,42,0,1.139141386259404,0.5,Safe
13,6,6,0,3,5,13,88,1,2.3459506939315085,0.36,Safe
17,7,4,4,14,8,42,79,1,2.072650065698011,0.43,Deadlock
10,7,4,6,8,1,3,29,1,1.9176061349692795,0.58,Safe
15,7,7,2,7,2,15,31,0,2.8730729231852576,0.4,Safe
6,2,7,4,7,9,49,60,1,1.6439673143708615,0.53,Deadlock
6,6,6,5,13,3,20,42,1,2.7059555182774933,0.09,Safe
18,4,6,7,10,1,49,42,0,1.0737188376067293,0.25,Safe
13,1,5,6,7,4,36,51,1,1.6447915187134456,0.63,Deadlock
20,4,7,0,5,2,19,57,1,1.8446797734322427,0.11,Safe
9,2,1,6,1,9,41,59,1,1.6328472003323669,0.79,Deadlock
6,4,6,5,2,4,5,69,0,2.599790626083001,0.9,Deadlock
14,2,5,1,15,7,23,56,1,2.7357888682241676,0.46,Safe
2,3,6,4,12,5,0,96,1,2.832746410907012,0.46,Safe
10,4,0,3,2,4,48,65,1,1.7595554062676635,0.83,Deadlock
14,6,5,0,0,7,30,49,0,2.8230195607958715,0.6,Safe
11,7,5,5,4,6,32,74,0,2.9202336250037915,0.61,Safe
19,3,4,4,10,7,9,89,0,1.8512906209012194,0.94,Deadlock
18,8,5,2,0,1,23,82,0,1.591097632696828,0.19,Safe
16,1,0,6,2,9,34,74,0,1.9282117360734403,0.14,Deadlock
8,4,6,7,2,8,0,84,0,2.308860040197418,0.96,Deadlock
14,9,1,2,7,2,33,88,0,1.2780679735583795,0.71,Deadlock
11,9,2,1,10,8,40,100,0,1.2979968615159398,0.92,Deadlock
8,2,3,1,2,8,29,75,1,2.3244969102178503,0.59,Safe
16,6,6,1,10,8,19,73,1,1.963871068709696,0.14,Safe
17,8,7,3,7,6,37,68,0,1.569973130912669,0.07,Safe
19,6,2,0,9,4,18,73,0,2.44219933666235,0.02,Safe
17,5,4,1,9,10,14,90,1,1.8279123286253238,0.06,Safe
16,9,1,1,15,9,2,39,0,1.697242733504246,0.51,Safe
13,4,2,5,14,9,42,72,1,1.8836111058210059,0.47,Deadlock
13,10,6,7,12,2,48,79,0,1.0771722415013323,0.72,Safe
12,1,0,1,14,10,47,89,1,1.251645404267467,0.37,Deadlock
11,7,3,5,15,10,37,49,0,1.304058781555147,0.74,Deadlock
19,9,2,3,0,10,41,64,0,1.4715372629210242,0.89,Deadlock
18,6,3,4,13,4,34,66,0,1.7403496656459405,0.28,Safe
8,7,6,5,9,3,38,56,1,1.3519775898485087,0.45,Deadlock
6,1,5,2,6,7,2,64,0,1.7050942775427902,0.16,Safe
10,6,0,6,15,4,18,61,1,2.8420981739890188,0.22,Safe
7,3,6,7,12,5,12,24,0,2.6718854540144483,0.78,Deadlock
8,6,2,7,1,5,7,64,1,2.2071479720724487,0.57,Deadlock
18,5,4,0,13,7,8,61,0,2.964215827380855,0.88,Deadlock
17,2,7,1,3,2,17,37,0,1.73537475252466,0.95,Deadlock
15,5,5,0,1,9,30,95,1,2.484682941669969,0.89,Deadlock
1,10,7,7,6,10,22,23,0,2.0966225791515765,0.84,Deadlock
17,6,6,2,13,1,50,100,1,2.6421319424972327,0.7,Deadlock
10,8,2,6,9,1,15,46,1,2.846450171881127,0.06,Safe
5,5,3,5,11,1,7,39,1,2.4548603578747032,0.01,Safe
15,9,2,1,12,5,38,86,1,2.802960161024675,0.79,Deadlock
18,9,1,7,3,8,14,80,1,1.5061291516216762,0.81,Deadlock
8,1,5,6,10,7,31,62,0,1.687820730836478,0.64,Safe
6,9,3,1,3,3,46,54,1,2.340609102915857,0.09,Deadlock
18,10,0,5,2,4,10,89,1,1.6548091899894957,0.57,Deadlock
1,10,3,0,8,4,15,20,0,1.0426889491107802,0.32,Safe
4,8,4,1,13,10,7,26,0,1.201308501425785,0.87,Deadlock
16,8,1,2,7,8,47,54,1,1.0926574209187736,0.9,Deadlock
10,5,7,3,8,10,21,91,0,1.5712703707074749,0.53,Safe
1,5,3,0,3,6,15,38,1,2.9301544175537724,0.86,Deadlock
13,2,6,4,8,3,40,26,0,2.515071029536208,0.7,Safe
3,2,7,0,14,2,16,97,0,1.965855491441582,0.51,Safe
13,2,3,2,12,3,26,59,0,2.4335301915354712,0.07,Safe
15,4,2,7,5,1,16,93,0,1.7966925130368103,0.68,Safe
15,9,5,1,11,4,10,42,0,2.5011333920461425,0.85,Deadlock
18,3,0,2,10,4,30,67,0,2.3368048596224322,0.22,Safe
20,7,3,6,5,5,42,30,0,2.5627339378830785,0.28,Safe
13,10,2,5,12,5,25,45,0,1.669566465902196,0.63,Safe
8,3,1,5,1,8,23,71,0,2.144795667196723,0.28,Deadlock
6,8,2,1,0,4,49,29,1,1.8184904120488432,0.11,Deadlock
2,7,6,6,4,9,5,35,1,1.8317606719539437,0.75,Deadlock
15,2,0,2,6,8,44,50,1,1.7385182713130727,0.39,Deadlock
1,2,3,0,3,3,11,66,1,2.40983786942157,0.85,Deadlock
20,6,2,0,15,10,47,65,0,1.7476152011296764,0.77,Deadlock
11,7,5,3,6,3,42,28,0,2.319218307348109,0.01,Safe
20,4,2,2,14,3,39,67,0,2.328653469338868,0.37,Safe
9,4,5,5,2,6,7,42,1,2.381301481906352,0.63,Safe
6,7,7,1,15,9,20,26,0,2.404603407511865,0.06,Safe
15,9,0,0,7,4,30,100,1,1.7134408705770658,0.22,Safe
16,4,0,4,4,3,14,95,0,1.5449684620187378,0.89,Deadlock
13,8,6,7,5,4,21,36,0,2.3237927824108575,0.06,Safe
17,10,7,7,12,4,7,33,1,1.7040760001521844,0.59,Safe
9,5,2,1,2,6,42,74,0,1.154242588054851,0.29,Safe
5,4,5,1,0,8,5,83,1,1.3352798484371038,0.49,Safe
20,10,7,6,2,1,47,97,0,2.032039341151933,0.71,Deadlock
20,9,5,7,7,10,12,83,0,2.0900295509594624,0.55,Safe
20,8,3,7,4,5,29,69,1,2.1899837356770084,0.51,Safe
2,10,5,3,10,5,22,87,0,1.103135475894418,0.71,Safe
11,4,0,3,12,9,36,100,0,1.1587274090773951,0.65,Safe
15,10,6,0,3,1,12,77,0,2.9234487383362184,0.25,Safe
11,7,3,6,14,8,21,54,1,2.2053517940911815,0.85,Deadlock
5,7,1,5,3,9,10,42,0,2.519436477353278,0.09,Deadlock
5,9,1,0,1,8,48,95,1,2.2655663439029867,0.38,Deadlock
10,7,7,3,4,7,30,53,0,1.7257398678170541,0.26,Safe
15,4,4,6,0,8,38,64,1,1.1193943592005395,0.22,Deadlock
17,2,6,1,10,6,42,65,0,1.2390125068548243,0.16,Safe
17,8,6,3,14,4,48,67,0,2.1926079806641523,0.56,Safe
3,3,6,7,0,6,11,100,1,2.0902239420062876,0.35,Deadlock
18,7,7,6,7,8,31,90,0,1.426712850381332,0.95,Deadlock
11,7,5,5,11,10,47,92,1,1.1589436113754445,0.22,Deadlock
19,1,3,5,8,1,33,87,0,1.335295625837958,0.65,Safe
5,8,1,4,5,10,11,70,0,2.3176399728559787,0.22,Safe
18,7,6,0,3,9,31,80,1,2.856609888772277,0.22,Deadlock
5,5,5,7,5,8,8,47,1,2.140125070505877,0.42,Safe
5,10,6,3,1,3,15,85,1,2.6424170158537468,0.19,Safe
5,9,0,1,9,10,50,67,0,1.3509293836155827,0.4,Safe
13,1,6,4,8,3,3,30,1,2.0780826026249377,0.35,Safe
1,10,2,3,6,5,2,78,0,2.9106255510951424,0.18,Safe
8,1,2,5,11,9,29,85,1,2.308782093318986,0.22,Safe
7,6,0,2,3,6,23,56,1,2.8679678552063255,0.48,Safe
5,10,3,0,12,6,3,54,0,1.3626831217655784,0.71,Deadlock
9,5,7,2,8,3,10,63,0,1.1276007636572343,0.35,Safe
5,2,6,0,6,2,23,56,0,2.8972128733959766,0.5,Safe
20,8,0,1,3,7,5,55,1,1.6511305079645902,0.04,Safe
9,8,0,6,9,7,5,46,1,1.77974156286957,0.17,Safe
16,10,7,4,4,8,42,100,1,2.836150060340027,0.66,Deadlock
18,2,5,6,6,3,8,24,1,1.7966555197191185,0.15,Safe
14,3,1,3,0,2,42,35,0,2.9781399130629995,0.07,Deadlock
20,10,1,4,15,1,41,84,0,1.9665860095491188,0.45,Safe
15,7,7,1,9,5,32,34,1,1.4406961463893084,0.09,Deadlock
10,4,7,1,14,7,42,30,0,2.6868246127719746,0.6,Safe
8,5,0,4,2,9,14,53,0,1.4591570510752327,0.6,Deadlock
12,2,2,2,9,8,42,51,0,2.234378787959103,0.34,Safe
3,3,3,0,11,2,39,41,0,2.915901934741992,0.19,Safe
15,7,6,5,12,8,12,30,1,1.7281627448070813,0.94,Deadlock
2,2,2,1,10,6,46,31,0,2.509482877127677,0.0,Safe
9,3,0,1,6,4,22,73,1,1.8635011346657588,0.44,Safe
20,10,1,1,8,4,48,20,0,2.3706343693015333,0.87,Deadlock
3,1,4,0,5,10,10,96,1,2.1009802877353003,0.67,Safe
18,5,3,1,3,8,39,40,1,2.489557111445288,0.9,Deadlock
1,6,3,5,8,3,23,98,0,1.8015162769415471,0.28,Safe
12,10,0,0,8,3,1,83,1,2.528902393572799,0.2,Safe
6,7,7,0,2,8,40,82,1,2.7414051448462327,0.13,Deadlock
15,9,0,7,8,4,4,54,1,2.2236177901746133,0.29,Safe
7,5,6,3,15,5,25,36,1,2.6850921019654175,0.07,Safe
3,5,2,1,5,2,40,75,1,2.622300155852062,0.75,Deadlock
9,1,3,3,14,2,48,28,1,2.2802994693949303,0.79,Deadlock
15,6,5,3,12,1,19,95,0,1.6412377187355611,0.57,Safe
5,8,1,3,5,1,8,84,1,1.7525558491719555,0.95,Deadlock
5,9,5,0,4,4,14,100,0,2.740414084533251,0.27,Safe
7,3,1,4,5,5,9,99,0,2.6494148749977136,0.93,Deadlock
11,4,3,6,4,8,30,86,0,2.9722909360052423,0.5,Safe
6,8,3,7,8,5,19,44,0,2.168853556867705,0.96,Deadlock
10,1,6,3,8,10,9,21,1,2.296617829649124,0.67,Safe
18,5,4,0,14,9,1,57,1,2.3828054259248885,0.95,Deadlock
8,5,7,5,3,2,1,67,1,2.5733286531906012,0.62,Safe
20,5,1,2,6,1,30,89,1,2.7842696524497343,0.55,Safe
13,6,3,1,0,3,16,85,0,1.7736621443261302,0.02,Safe
6,2,6,2,9,1,32,31,0,1.2493445404786425,0.2,Safe
15,9,6,7,7,10,22,47,1,1.6384965250075656,0.46,Safe
2,4,3,7,9,7,1,64,1,1.0832730322828596,0.09,Safe
18,6,5,3,8,4,25,83,1,1.9756116369294474,0.31,Safe
14,8,2,6,15,10,2,30,1,1.2439146908857581,0.21,Safe
2,3,5,1,10,10,26,42,1,2.6245730708282906,0.01,Safe
18,8,0,0,1,3,50,56,0,2.152401477071267,0.76,Deadlock
12,1,2,2,1,8,0,57,1,1.648509821886727,0.82,Deadlock
20,9,0,7,15,9,9,50,0,1.9002107537236779,0.54,Safe
8,4,6,7,11,5,43,60,1,2.9240850517356063,0.27,Deadlock
2,5,1,1,14,1,19,81,0,2.506188809609025,0.11,Safe
20,3,1,4,15,8,28,61,1,1.744613256939389,0.38,Safe
9,5,2,6,4,9,49,46,0,1.1576438178939426,0.22,Safe
17,1,1,6,12,4,11,85,0,2.245381814765236,0.55,Safe
12,3,5,7,0,8,37,29,1,1.2581499907072078,0.53,Deadlock
11,4,7,5,4,4,25,48,1,2.403832634341108,0.15,Safe
15,9,6,1,11,4,5,50,1,2.0689575585121003,0.67,Safe
13,3,5,2,13,6,19,53,1,1.6726864389803455,0.33,Safe
11,3,1,0,5,9,0,71,0,2.313631362163332,0.95,Deadlock
14,10,5,0,8,7,11,91,0,2.481969726381923,0.58,Safe
6,8,0,3,11,5,14,93,1,1.7075006533893384,0.23,Safe
11,10,4,5,5,1,7,41,1,1.2831596533905607,0.82,Deadlock
19,7,3,0,10,8,4,94,1,1.0772295159360714,0.31,Safe
13,4,1,7,2,2,40,70,0,2.6956622417573266,0.57,Deadlock
16,9,7,7,4,9,19,35,0,1.3064569764936294,0.52,Safe
17,10,1,7,5,6,48,34,1,1.3510243021460675,0.4,Deadlock
15,8,1,0,8,8,19,63,1,1.4483604277999584,0.66,Safe
8,5,0,1,5,8,5,94,1,2.6624329132249605,0.58,Safe
17,6,5,4,11,3,35,96,1,1.872025265588687,0.24,Deadlock
14,1,2,5,15,10,38,21,0,1.3167294870090382,0.27,Safe
3,8,2,5,0,3,39,45,0,1.4289599215750117,0.84,Deadlock
6,6,5,7,8,2,49,81,0,2.4572255600152024,0.6,Safe
9,7,4,6,0,3,26,84,0,1.2792125887707588,0.63,Deadlock
7,3,0,0,15,4,30,61,1,2.550378705194852,0.58,Safe
12,6,7,6,3,1,50,30,1,1.197642601360982,0.4,Deadlock
4,9,4,2,0,9,48,94,0,1.7172599869968814,0.69,Safe
13,5,5,4,11,6,3,95,0,2.25025247399171,0.24,Safe
3,6,7,4,4,4,24,66,0,1.0180663668059562,0.21,Safe
9,3,4,3,4,4,18,86,1,2.0320838865662294,0.18,Safe
19,9,4,5,9,5,49,60,1,2.2667357432256336,0.37,Deadlock
17,2,6,5,10,4,2,99,0,2.583903311049628,0.09,Safe
12,8,6,6,12,6,9,28,1,1.5316393175510583,0.52,Safe
18,5,7,5,0,5,27,31,0,2.36015350614436,0.43,Safe
1,1,2,7,11,5,29,71,1,2.4128530413815374,0.8,Deadlock
17,5,5,2,6,7,35,22,1,1.0480368622924856,0.69,Deadlock
16,1,7,3,14,1,34,79,1,1.1726619365796855,0.22,Deadlock
11,4,4,7,7,7,36,26,1,2.181609728138681,0.96,Deadlock
1,1,2,7,7,10,9,29,1,1.7688919231373585,0.84,Deadlock
6,4,5,2,7,3,7,37,0,2.743468275966748,0.83,Deadlock
18,4,6,1,12,8,16,65,0,2.145917632178958,0.36,Safe
8,10,7,3,5,10,44,100,0,1.4505154708320454,0.82,Deadlock
19,10,4,3,3,1,35,63,1,2.369552441768382,0.6,Deadlock
18,2,3,3,1,5,19,23,0,1.427809789381977,0.91,Deadlock
16,5,7,5,6,4,43,38,1,1.4913111827159056,0.03,Deadlock
5,2,3,1,7,4,30,53,1,1.8579009644959414,0.65,Safe
3,2,4,4,1,5,6,74,0,1.1852517178088877,0.39,Safe
4,1,7,2,12,8,28,48,1,2.1317983355982335,0.59,Safe
17,7,5,6,9,3,6,25,0,1.85548529426137,0.59,Safe
8,6,1,3,12,7,46,21,0,1.184538042264261,0.06,Safe
16,9,6,6,3,7,23,22,1,1.0465207313849203,0.96,Safe
13,4,3,1,8,8,23,91,1,2.080899257274696,0.48,Safe
10,9,6,1,3,1,32,80,1,2.536889063205413,0.41,Deadlock
12,5,7,7,13,8,3,55,1,1.9937898724013998,0.21,Safe
12,3,1,1,12,6,39,54,1,1.2019565721051204,0.04,Deadlock
18,7,6,3,5,6,34,81,1,1.1792003764773393,0.64,Deadlock
4,1,4,6,3,4,42,59,1,2.3429875258674624,0.84,Deadlock
10,8,1,3,11,6,28,95,1,2.7531236094884046,0.59,Safe
11,10,2,2,7,5,36,64,0,2.6456805786219286,0.16,Safe
5,5,6,6,6,2,25,31,1,1.9616257986283383,0.43,Safe
9,7,1,3,11,1,45,65,0,1.2771782762029422,0.91,Deadlock
1,10,4,7,15,1,38,75,1,1.1901825446190988,0.62,Deadlock
3,9,7,2,10,8,1,34,1,1.6594388986914093,0.24,Safe
9,8,3,0,9,4,50,49,1,1.2383455607121594,0.26,Deadlock
17,8,2,2,4,5,11,72,1,1.1886328772171872,0.4,Safe
5,4,1,5,2,1,19,73,0,2.9363655938055766,0.08,Deadlock
5,2,1,2,9,10,27,53,1,1.304993950919488,0.44,Safe
2,3,7,5,9,9,0,30,0,2.632321267568128,0.67,Safe
4,10,4,5,4,6,24,63,1,2.4514164588149043,0.63,Safe
5,1,2,5,14,6,30,29,0,1.3380946079014688,0.2,Safe
4,5,2,6,9,4,2,43,0,2.9043989016872995,0.42,Safe
5,3,1,0,13,5,3,72,1,1.7116142465726059,0.71,Deadlock
8,4,7,1,15,2,35,59,0,2.748616789515628,0.12,Safe
5,9,0,7,12,6,48,60,0,2.701540679318196,0.29,Safe
15,5,6,2,14,9,18,57,1,1.4757324176544346,0.77,Deadlock
15,3,0,1,10,3,11,96,1,2.1013934850727845,0.36,Safe
2,1,2,1,14,9,44,81,1,1.0171679985217175,0.91,Deadlock
5,10,5,2,15,8,11,89,0,2.6361697091051797,0.36,Safe
4,1,3,0,9,2,24,59,0,1.8139880913038877,0.8,Deadlock
14,8,6,4,9,1,45,66,1,1.1626795489982873,0.13,Deadlock
2,9,2,7,1,6,6,28,1,1.6835559779284381,0.53,Deadlock
7,5,0,3,13,5,36,74,1,2.925555207692588,0.06,Deadlock
2,5,7,2,13,10,6,44,0,1.814711247711437,0.7,Safe
16,9,0,7,15,7,35,87,1,2.657737367746016,0.04,Deadlock
16,9,4,0,6,9,17,85,1,1.070503036942512,0.65,Safe
4,7,6,6,1,7,1,91,1,1.4086539773235012,0.39,Safe
16,3,7,1,14,9,33,80,0,1.613102604600682,0.22,Safe
1,5,7,5,15,1,32,31,0,2.5942539114791545,0.46,Safe
14,1,2,1,8,9,34,25,1,1.9224607284936164,0.52,Deadlock
6,2,3,5,1,4,1,78,0,2.6512447740891236,0.74,Deadlock
20,8,2,2,15,4,18,96,1,2.9430771015766326,0.86,Deadlock
8,3,5,5,8,5,0,36,0,1.6552657434771918,0.16,Safe
7,7,0,1,14,10,6,38,1,1.822671447361534,0.35,Safe
8,10,4,7,11,8,26,28,0,1.3638931329159159,0.94,Deadlock
2,8,3,6,4,3,38,41,0,1.6482756677785828,0.76,Deadlock
4,2,2,3,14,1,40,49,0,2.5389836740092413,0.21,Safe
10,8,1,1,10,3,8,20,1,2.5645704137285,0.88,Deadlock
4,8,6,6,2,8,2,43,0,1.4823088935897106,0.92,Deadlock
16,4,3,6,15,8,50,30,0,2.6514550518836257,0.69,Safe
7,3,7,5,9,7,10,56,0,1.0563055133437629,0.72,Safe
17,4,2,0,0,2,3,51,0,1.160238119007925,0.18,Safe
3,3,0,0,13,1,50,34,1,2.9806143543484875,0.71,Deadlock
12,8,7,7,12,4,37,33,0,1.1625289945181756,0.27,Safe
2,3,2,7,13,7,49,71,1,2.0687745546929976,0.71,Deadlock
18,3,4,1,12,1,35,77,1,1.8616113728817578,0.55,Deadlock
8,3,0,6,1,8,20,64,1,2.797495035510125,0.3,Deadlock
8,3,1,4,4,10,26,20,0,2.688926362571353,0.29,Safe
1,9,6,7,5,4,4,37,1,1.993776959009864,0.85,Deadlock
9,9,1,5,13,3,4,78,0,2.053950954849653,0.48,Safe
2,3,6,7,7,2,37,46,1,2.2119194565770934,0.18,Deadlock
7,5,1,6,11,6,37,25,1,1.9283133986465166,0.39,Deadlock
6,1,5,2,2,9,10,63,1,1.1042239435167314,0.21,Safe
7,4,4,6,6,6,13,74,1,1.308486106191044,0.89,Deadlock
3,7,4,3,8,3,38,35,1,2.7083290975681145,0.56,Deadlock
13,4,3,7,5,7,17,37,1,1.9001904518007635,0.62,Safe
5,3,1,4,0,9,32,79,0,2.1337699861167803,0.11,Deadlock
6,4,0,3,12,2,20,48,0,2.3039532817903607,0.9,Deadlock
1,1,1,1,13,10,42,48,1,1.8811658787224808,0.46,Deadlock
9,10,5,6,5,6,35,84,0,1.6548861812904618,0.38,Safe
8,7,4,0,7,10,27,77,1,2.7190510987304877,0.99,Deadlock
8,9,3,2,1,10,0,57,1,1.03823824405937,0.42,Safe
2,6,1,1,9,6,6,84,0,2.977434498353854,1.0,Deadlock
18,2,6,0,7,6,3,34,1,2.1102504554527357,0.97,Deadlock
1,6,1,1,6,2,28,29,0,1.549978353793332,0.7,Safe
11,3,0,2,6,1,49,37,0,2.1698322612910115,0.59,Safe
3,7,5,0,8,8,17,75,0,2.395445013550316,0.12,Safe
12,8,2,6,6,9,44,86,1,1.3927726938852567,0.44,Deadlock
12,1,1,2,7,1,15,32,1,1.2401355385134716,0.59,Safe
14,2,7,1,9,7,22,76,0,1.2817105303645973,0.64,Safe
1,1,2,1,11,4,4,82,0,2.862259827028577,0.65,Safe
2,8,7,6,0,10,18,38,0,2.3451301601973773,1.0,Deadlock
4,7,1,7,3,1,34,79,1,2.9801804225675945,0.58,Deadlock
18,1,7,7,4,6,42,88,0,1.157955078015529,0.82,Safe
2,7,3,4,5,1,7,90,0,1.2781630033875089,0.72,Deadlock
13,9,1,2,5,7,17,67,0,1.2378217242947525,0.89,Deadlock
13,7,4,5,7,5,18,28,1,2.2912528341369343,0.7,Safe
6,6,7,4,4,7,31,71,1,1.8491180008691763,0.67,Deadlock
4,1,2,0,7,1,25,98,0,1.888113419755127,0.68,Safe
11,3,6,1,0,2,50,39,0,1.9445109685471087,0.02,Safe
12,2,4,4,12,3,44,58,1,2.3414724545488568,0.23,Deadlock
18,7,5,0,15,9,29,72,1,2.7198537072581237,0.11,Safe
5,5,1,2,11,10,49,84,1,2.7949025260863873,0.66,Deadlock
19,2,7,5,2,7,46,78,0,2.0295845267364783,0.14,Safe
3,9,7,0,6,1,31,84,0,2.7947440735664473,0.89,Deadlock
2,7,0,3,4,6,0,76,0,2.2333576089151137,0.68,Safe
17,3,6,4,8,7,37,34,1,2.082883425848947,0.17,Deadlock
2,3,4,7,9,10,39,33,1,2.856166836847346,0.01,Deadlock
4,10,2,4,11,3,44,94,1,2.9873132169358176,0.87,Deadlock
4,2,0,2,11,4,0,90,1,2.4104678455913993,0.58,Safe
15,7,4,7,3,1,50,63,0,2.7572829564212613,0.84,Deadlock
17,4,5,7,11,9,40,42,0,1.8082084500123607,0.24,Safe
12,4,3,6,12,2,46,57,0,1.8594244554567543,0.36,Safe
4,1,1,6,2,4,32,99,1,1.2472005233085826,0.85,Deadlock
19,5,4,0,2,6,14,33,1,1.554616252051725,0.99,Deadlock
16,3,5,5,2,9,45,33,1,2.804551553190112,0.04,Deadlock
8,10,3,7,15,9,18,43,0,2.5705873681730314,0.1,Safe
16,3,3,7,5,3,21,44,1,1.0913987072165354,0.77,Safe
3,9,6,0,9,10,50,50,0,1.7215495333521675,0.86,Deadlock
15,4,5,1,15,7,15,78,1,1.3162627409045025,0.35,Safe
10,4,0,7,4,1,42,22,1,1.2301859563466642,0.21,Deadlock
17,9,6,4,6,10,14,29,0,1.717384406726554,0.22,Safe
14,10,7,4,5,8,7,93,0,1.9517023285001505,0.89,Deadlock
15,1,6,6,4,9,12,72,1,1.6760094094540927,0.62,Safe
15,2,2,6,5,1,31,41,1,2.093754256861085,0.68,Deadlock
17,2,2,6,3,3,11,94,1,1.674370002339278,0.6,Deadlock
20,1,0,4,2,2,46,64,0,1.5704719407464298,0.19,Deadlock
13,2,5,0,2,7,24,79,1,2.2001420372999627,0.74,Deadlock
4,6,4,7,7,1,5,89,1,2.45992425092997,0.58,Safe
5,7,0,2,5,4,21,30,1,2.6459357443443112,0.25,Safe
11,3,0,7,5,8,13,26,0,2.913998659323996,0.42,Deadlock
18,4,1,2,8,4,48,65,1,1.686383952630313,0.37,Deadlock
6,10,7,7,9,10,20,69,0,2.1159741838101644,0.63,Safe
3,7,1,0,1,7,18,37,1,1.4164408590836262,0.86,Deadlock
12,8,0,1,2,5,48,68,0,2.130127614684611,0.12,Safe
13,2,6,4,13,9,46,20,1,2.277939188749292,0.12,Deadlock
3,6,5,3,7,6,29,94,0,1.8686740652333136,0.32,Safe
13,9,7,0,12,7,19,37,1,1.2041201891735658,0.18,Safe
15,1,1,7,7,8,17,65,0,1.6571341666932378,0.97,Deadlock
8,10,3,3,3,2,1,71,1,1.8712946184849477,0.2,Safe
19,5,5,6,2,1,24,83,1,1.1814973691513548,0.48,Safe
2,8,5,7,14,3,29,91,0,1.7985832555004497,0.84,Deadlock
1,8,0,6,13,8,4,56,1,2.6368723506898584,0.83,Deadlock
11,4,1,4,7,5,32,33,0,1.1322889013170372,0.59,Safe
10,8,5,1,7,2,13,21,1,2.8832967502309343,0.38,Safe
5,7,2,7,1,6,49,52,1,1.245465219472805,0.67,Deadlock
1,1,0,5,15,10,41,56,1,1.3764616418435833,0.23,Deadlock
2,10,1,6,6,7,3,94,1,1.8311567063922187,0.53,Safe
19,9,0,3,10,3,27,86,0,2.8796113846947504,0.15,Safe
19,3,1,1,10,4,5,68,0,2.337439943676703,0.04,Safe
12,6,1,7,6,5,0,82,1,2.900810819679294,0.29,Safe
19,4,6,6,12,10,13,90,0,2.0003131899433266,0.1,Safe
6,3,0,2,15,2,17,74,0,1.6369950319717876,0.97,Deadlock
13,5,7,2,6,7,50,30,0,2.351544791483323,0.13,Safe
13,10,7,3,5,9,35,72,1,2.6189868826984424,0.85,Deadlock
11,9,6,0,4,7,12,64,0,2.080514898302237,0.58,Safe
